Pgen,sunshine,day,tem,sunshine_norm,day_norm,tem_norm,,sun,sun_norm,,-2018,Pgen_norm,,2017,genn,P2gen_norm,2019->,Pgen1_norm,,2019-data,sunshine1_norm,,,sun1_norm,,,mlp,lstm,219.152586
454.91,8.5,,10.8,0.658914729,0.846575342,0.49754902,,14.15,0.46947578,,454.91,0.643446159,,,506.73,0.015792377,,0.543989099,,5.9,0.457364341,,13.28,0.440610484,,,0.46927527,0.606415,
291.96,5.5,,11.4,0.426356589,0.849315068,0.512254902,,11.94,0.396151294,,291.96,0.412961994,,,465.2,0.014498083,,0.638838554,,8.4,0.651162791,,13.97,0.46350365,,,0.43361285,0.5972542,
32.64,0,,12.3,0,0.852054795,0.534313725,,2.22,0.073656271,,32.64,0.046167555,,,283.59,0.008838159,,0.488903063,,5.9,0.457364341,,10.67,0.354014599,,,0.53498995,0.6184955,
33.66,0,,14.8,0,0.854794521,0.595588235,,1.39,0.046118115,,33.66,0.047610292,,,402.1,0.012531555,,0.723598568,,9.4,0.728682171,,15.2,0.504313205,,,0.45460445,0.59169143,
230.4,5.4,,12.6,0.418604651,0.857534247,0.541666667,,8.24,0.273390843,,230.4,0.325888626,,,458.96,0.014303612,,0.676775437,,9.4,0.728682171,,14.55,0.48274718,,,0.53439337,0.6448437,
382.37,9,,12.3,0.697674419,0.860273973,0.534313725,,10.32,0.342402123,,382.37,0.540842162,,,185.27,0.005773989,,0.24240755,,0.8,0.062015504,,7.37,0.244525547,,,0.5454409,0.6410151,
76.69,0,,10.2,0,0.863013699,0.482843137,,5.13,0.170205707,,76.69,0.108473953,,,489.81,0.015265061,,0.485583405,,4.5,0.348837209,,9.93,0.329462508,,,0.45224676,0.5768631,
457.15,9,,9.5,0.697674419,0.865753425,0.465686275,,12.76,0.423357664,,457.15,0.646614521,,,430.21,0.013407611,,0.537770175,,7.4,0.573643411,,12.1,0.401459854,,,0.62101984,0.6015495,
446.25,9.4,,8.1,0.728682171,0.868493151,0.431372549,,12.9,0.428002654,,446.25,0.631197047,,,184.12,0.005738149,,0.106866909,,0,0,,3.55,0.117783676,,,0.45798296,0.57521933,
432.72,9.2,,8,0.713178295,0.871232877,0.428921569,,12.5,0.414731254,,432.72,0.612059577,,,397.56,0.012390065,,0.72433788,,8,0.620155039,,14.47,0.4800929,,,0.26929393,0.4713076,
365.28,8.6,,9.7,0.666666667,0.873972603,0.470588235,,11.26,0.373589914,,365.28,0.51666926,,,346.83,0.01080905,,0.625356972,,9,0.697674419,,12.51,0.415063039,,,0.71848184,0.5570039,
100.13,0,,9.6,0,0.876712329,0.468137255,,3.94,0.130723291,,100.13,0.141628594,,,471.78,0.014703151,,0.467796414,,3.8,0.294573643,,7.84,0.260119443,,,0.62779665,0.5521509,
492.85,9.3,,7.4,0.720930233,0.879452055,0.414215686,,13.59,0.45089582,,492.85,0.697110284,,,150.49,0.004690061,,0.050447212,,0.2,0.015503876,,1.64,0.054412741,,,0.7359671,0.53139013,
113.36,0.1,,6.2,0.007751938,0.882191781,0.384803922,,4.51,0.149635036,,113.36,0.16034173,,,506.48,0.015784586,,0.158792746,,0.2,0.015503876,,4.01,0.133045786,,,0.30570376,0.49591425,
383.86,8,,8.5,0.620155039,0.884931507,0.441176471,,11.82,0.392169874,,383.86,0.542949688,,,316.65,0.009868483,,0.370105678,,2.4,0.186046512,,9.43,0.312873258,,,0.5162837,0.49038646,
442.25,9.1,,7.1,0.705426357,0.887671233,0.406862745,,12.73,0.422362309,,442.25,0.625539258,,,437.46,0.013633559,,0.68658945,,8.7,0.674418605,,13.59,0.45089582,,,0.55153865,0.45242777,
209.47,2.4,,6.8,0.186046512,0.890410959,0.399509804,,7.02,0.232913072,,209.47,0.296284247,,,455.52,0.014196404,,0.435585579,,5.3,0.410852713,,10.4,0.345056403,,,0.514363,0.46210426,
474.62,8.6,,4.3,0.666666667,0.893150685,0.338235294,,13.16,0.436629064,,474.62,0.671324913,,,115.97,0.003614236,,0.640215705,,8.6,0.666666667,,12.78,0.424021234,,,0.48669344,0.45196792,
415.87,8.4,,4.2,0.651162791,0.895890411,0.335784314,,11.59,0.384538819,,415.87,0.588226142,,,150.19,0.004680712,,0.567560124,,8.1,0.627906977,,12.04,0.399469144,,,0.58331114,0.56672716,
120.18,2.1,,7.9,0.162790698,0.898630137,0.426470588,,2.79,0.092568016,,120.18,0.16998826,,,257.43,0.008022875,,0.490642622,,5.6,0.434108527,,10.14,0.336429993,,,0.5502167,0.59582686,
241.53,5.4,,7.6,0.418604651,0.901369863,0.419117647,,9.25,0.306901128,,241.53,0.341631423,,,418.2,0.013033316,,0.176956641,,0,0,,4.88,0.161911082,,,0.44494948,0.6025675,
426.45,8.5,,6.7,0.658914729,0.904109589,0.397058824,,12.02,0.398805574,,426.45,0.603190993,,,213.95,0.006667809,,0.582868243,,5.7,0.441860465,,11.42,0.378898474,,,0.42451242,0.5342818,
296.66,7.4,,9.3,0.573643411,0.906849315,0.460784314,,9.53,0.316191108,,296.66,0.419609895,,,403.12,0.012563343,,0.219677312,,0.3,0.023255814,,5.97,0.198075647,,,0.51651764,0.57165194,
177.58,3,,5.4,0.23255814,0.909589041,0.365196078,,6.89,0.228599867,,177.58,0.251177527,,,215.25,0.006708324,,0.590797733,,7.6,0.589147287,,11.39,0.377903119,,,0.3598077,0.46417087,
171.14,3.1,,5.2,0.240310078,0.912328767,0.360294118,,6.18,0.205043132,,171.14,0.242068488,,,306.5,0.009552155,,0.65005871,,8.2,0.635658915,,12.93,0.428998009,,,0.52828586,0.5105502,
415.78,8.3,,5,0.643410853,0.915068493,0.355392157,,11.2,0.371599204,,415.78,0.588098842,,,453.77,0.014141864,,0.524361074,,6,0.465116279,,11.12,0.368944924,,,0.44183344,0.5245845,
197.38,2.3,,5,0.178294574,0.917808219,0.355392157,,6.37,0.211347047,,197.38,0.279183581,,,475.12,0.014807243,,0.054114782,,0,0,,1.76,0.058394161,,,0.47452626,0.5583136,
307.87,7,,10,0.542635659,0.920547945,0.477941176,,9.54,0.316522893,,307.87,0.435465848,,,315.91,0.00984542,,0.402417987,,2.7,0.209302326,,9.64,0.319840743,,,0.42888477,0.4901897,
65.81,0.2,,15,0.015503876,0.923287671,0.600490196,,2.15,0.071333776,,65.81,0.093084768,,,354.15,0.01103718,,0.295493093,,2.7,0.209302326,,9.78,0.324485733,,,0.55463856,0.54466426,
121.08,0.6,,9.4,0.046511628,0.926027397,0.463235294,,4.11,0.136363636,,121.08,0.171261263,,,273.72,0.008530558,,0.475624429,,6.8,0.527131783,,10.34,0.343065693,,,0.3961596,0.48306257,
322.78,5.5,,2.9,0.426356589,0.928767123,0.303921569,,8.95,0.296947578,,322.78,0.456555255,,,380.98,0.011873344,,0.616673673,,6.2,0.480620155,,11.7,0.388188454,,,0.5423443,0.46275562,
119.04,1.4,,3.2,0.108527132,0.931506849,0.31127451,,4.98,0.165228932,,119.04,0.16837579,,,337.71,0.010524823,,0.632692113,,8.2,0.635658915,,12.59,0.417717319,,,0.52237594,0.49717367,
317.18,4.4,,-1.9,0.341085271,0.934246575,0.18627451,,10.01,0.332116788,,317.18,0.448634351,,,140.43,0.004376539,,0.532174594,,5.7,0.441860465,,10.05,0.333443928,,,0.4590814,0.5683317,
313.98,8.4,,-4.3,0.651162791,0.936986301,0.12745098,,9.45,0.313536828,,313.98,0.44410812,,,405.28,0.01263066,,0.595929432,,8.1,0.627906977,,12.24,0.406104844,,,0.537871,0.56320065,
459.29,7.6,,-4.1,0.589147287,0.939726027,0.132352941,,12.17,0.403782349,,459.29,0.649641438,,,133.59,0.004163368,,0.422393923,,6.1,0.472868217,,9.78,0.324485733,,,0.47817737,0.6132919,
443.19,8.7,,-1.7,0.674418605,0.942465753,0.191176471,,11.68,0.387524884,,443.19,0.626868838,,,181.56,0.005658366,,0.343446936,,4.6,0.356589147,,7.98,0.264764433,,,0.48600915,0.5885861,
66.72,0,,-0.2,0,0.945205479,0.227941176,,1.79,0.059389516,,66.72,0.094371915,,,20.86,0.000650108,,0.18662569,,1.3,0.100775194,,3.53,0.117120106,,,0.4698999,0.56676686,
374.56,6,,-0.2,0.465116279,0.947945205,0.227941176,,11.3,0.374917054,,374.56,0.529795329,,,46.65,0.00145386,,0.606381282,,7.6,0.589147287,,11.66,0.386861314,,,0.5342091,0.5089231,
203.95,2,,2.1,0.15503876,0.950684932,0.284313725,,6.17,0.204711347,,203.95,0.288476499,,,351.86,0.010965812,,0.520722497,,7.9,0.612403101,,10.57,0.350696749,,,0.46816605,0.5464171,
383.65,6,,-0.6,0.465116279,0.953424658,0.218137255,,11.23,0.372594559,,383.65,0.542652654,,,345.8,0.01077695,,0.579867504,,8.1,0.627906977,,10.95,0.363304579,,,0.46518585,0.509504,
353.66,8.2,,-1.6,0.635658915,0.956164384,0.193627451,,10.74,0.356337094,,353.66,0.500233384,,,240.49,0.007494936,,0.523476799,,7.1,0.550387597,,10.49,0.348042468,,,0.40441573,0.5381636,
202.82,2.1,,1.7,0.162790698,0.95890411,0.274509804,,5.18,0.171864632,,202.82,0.286878174,,,310.97,0.009691464,,0.399663685,,4.5,0.348837209,,8.88,0.294625083,,,0.347644,0.57480764,
323.18,5.6,,4.4,0.434108527,0.961643836,0.340686275,,8.84,0.293297943,,323.18,0.457121034,,,394.11,0.012282544,,0.041372512,,0,0,,0.93,0.030856005,,,0.45887476,0.58085495,
313.26,5.7,,4.6,0.441860465,0.964383562,0.345588235,,7.29,0.241871267,,313.26,0.443089718,,,261.08,0.008136629,,0.517852224,,6.1,0.472868217,,6.52,0.216323822,,,0.2738797,0.494356,
269.74,5.4,,7.4,0.418604651,0.967123288,0.414215686,,7.74,0.256801593,,269.74,0.381532978,,,376.11,0.011721569,,0.583346622,,7.4,0.573643411,,11.18,0.370935634,,,0.58880204,0.5195915,
187.04,4.2,,5.6,0.325581395,0.969863014,0.370098039,,6.18,0.205043132,,187.04,0.264558197,,,373.08,0.011627139,,0.228172158,,0.5,0.03875969,,7.19,0.238553417,,,0.58472604,0.5060404,
93.87,1.1,,4.6,0.085271318,0.97260274,0.345588235,,5.68,0.188453882,,93.87,0.132774155,,,271.77,0.008469785,,0.221199426,,0.2,0.015503876,,5.82,0.193098872,,,0.40933704,0.44775555,
331.64,6.7,,6.6,0.519379845,0.975342466,0.394607843,,9.64,0.319840743,,331.64,0.469087257,,,131.47,0.004097298,,0.385413798,,4.9,0.379844961,,7.85,0.260451228,,,0.3827486,0.44924736,
406.17,8.3,,6.1,0.643410853,0.978082192,0.382352941,,10.73,0.356005309,,406.17,0.574506004,,,322,0.010035217,,0.351289448,,2,0.15503876,,6.65,0.220637027,,,0.57255954,0.48103482,
391.95,7.7,,0.4,0.596899225,0.980821918,0.242647059,,11.06,0.366954214,,391.95,0.554392566,,,82.57,0.002573316,,0.532986388,,7,0.542635659,,10.46,0.347047113,,,0.5864739,0.44252566,
147.66,1.6,,1.1,0.124031008,0.983561644,0.259803922,,5.76,0.191108162,,147.66,0.208857268,,,443.36,0.013817434,,0.433498108,,4.3,0.333333333,,9.72,0.322495023,,,0.49583066,0.47619683,
349.48,5.9,,2.6,0.457364341,0.98630137,0.296568627,,9.42,0.312541473,,349.48,0.494320995,,,302.27,0.009420326,,0.065334938,,0,0,,1.77,0.058725946,,,0.5412543,0.47866932,
444.38,8.2,,-4.1,0.635658915,0.989041096,0.132352941,,11.6,0.384870604,,444.38,0.62855203,,,450.88,0.014051797,,0.557093777,,6.9,0.534883721,,10.78,0.357664234,,,0.20406938,0.44944337,
336.61,4.6,,-6,0.356589147,0.991780822,0.085784314,,10.09,0.334771068,,336.61,0.47611706,,,151.89,0.004733693,,0.557354711,,8,0.620155039,,11.17,0.370603849,,,0.61702555,0.51680416,
376.89,7,,-4,0.542635659,0.994520548,0.134803922,,11.54,0.382879894,,376.89,0.533090991,,,91.99,0.002866893,,0.082150675,,0,0,,3.06,0.101526211,,,0.66880167,0.51623714,
359.94,6.7,,-4.8,0.519379845,0.997260274,0.115196078,,10.74,0.356337094,,359.94,0.509116112,,,85.2,0.002655281,,0.080527086,,0,0,,1.71,0.056735236,,,0.5400889,0.43595713,
418.54,8.7,,-3.1,0.674418605,1,0.156862745,,11.74,0.389515594,,418.54,0.592002716,,,335.36,0.010451585,,0.614687677,,8.2,0.635658915,,12.25,0.406436629,,,0.30258504,0.43857285,
