Pgen,sunshine,day,tem,sunshine_norm,day_norm,tem_norm,,sun,sun_norm,,-2018,Pgen_norm,,2017,genn,P2gen_norm,2019->,Pgen1_norm,,2019-data,sunshine1_norm,,,sun1_norm,,,mlp,lstm,219.152586
549.09,7.4,,24.2,0.573643411,0.493150685,0.825980392,,23.72,0.786994028,,549.09,0.776658793,,,424.2,0.013220307,,0.10682342,,0,0,,2.88,0.095554081,,,0.6951435,0.6954208,
171.83,0.4,,24.2,0.031007752,0.495890411,0.825980392,,7.53,0.249834107,,171.83,0.243044456,,,480.18,0.014964939,,0.607917893,,4,0.310077519,,16.69,0.553749171,,,0.31745836,0.49673498,
124.94,0,,21.6,0,0.498630137,0.762254902,,6.55,0.217319177,,124.94,0.176721029,,,243.92,0.007601833,,0.375034429,,1.5,0.11627907,,10.58,0.351028534,,,0.78188723,0.57162106,
208.64,0.8,,23.8,0.062015504,0.501369863,0.816176471,,7.45,0.247179827,,208.64,0.295110256,,,278.7,0.008685761,,0.915805343,,11.8,0.914728682,,27.15,0.900796284,,,0.36694717,0.5360261,
561.7,8.9,,26.7,0.689922481,0.504109589,0.887254902,,20.65,0.685136032,,561.7,0.794494972,,,198.8,0.006195656,,0.642825044,,5.9,0.457364341,,18.92,0.627737226,,,0.54566306,0.61420447,
430.93,6.6,,25.1,0.511627907,0.506849315,0.848039216,,23.95,0.794625083,,430.93,0.609527716,,,228.89,0.007133419,,0.822535987,,11.4,0.88372093,,25.62,0.850033179,,,0.6809597,0.5894144,
423.38,2.9,,25,0.224806202,0.509589041,0.845588235,,19.7,0.653616457,,423.38,0.59884864,,,447.33,0.01394116,,0.893770929,,12.5,0.968992248,,25.71,0.853019244,,,0.8425569,0.71065605,
179.98,0.1,,22.9,0.007751938,0.512328767,0.794117647,,5.76,0.191108162,,179.98,0.2545722,,,344.78,0.010745162,,0.929605845,,12.6,0.976744186,,29.95,0.993696085,,,0.95335317,0.7672834,
633.45,11.1,,23.9,0.860465116,0.515068493,0.818627451,,21.65,0.718314532,,633.45,0.895981556,,,284.25,0.008858728,,0.656669034,,7.6,0.589147287,,20.23,0.671201062,,,0.59624046,0.82116336,
501.42,2.3,,24.1,0.178294574,0.517808219,0.823529412,,16.61,0.551094891,,501.42,0.709232097,,,230.35,0.00717892,,0.869446095,,11.4,0.88372093,,24.04,0.797611148,,,0.74416625,0.78649336,
178.71,0.3,,23.7,0.023255814,0.520547945,0.81372549,,4.94,0.163901792,,178.71,0.252775853,,,407.91,0.012712625,,0.739312584,,10.6,0.821705426,,19.2,0.637027206,,,0.61655456,0.8291874,
404.75,5,,27.1,0.387596899,0.523287671,0.897058824,,19.66,0.652289317,,404.75,0.572497489,,,178.37,0.005558949,,0.216343157,,0,0,,5.5,0.182481752,,,0.72810453,0.79306644,
460.18,7.2,,28.3,0.558139535,0.526027397,0.926470588,,21.07,0.699071002,,460.18,0.650900296,,,365.25,0.011383115,,0.299537567,,0.8,0.062015504,,7.01,0.232581287,,,0.4113721,0.6595105,
558.27,10,,27.5,0.775193798,0.528767123,0.906862745,,25.05,0.831121433,,558.27,0.789643418,,,571.43,0.01780877,,0.700404447,,6.9,0.534883721,,19.67,0.652621102,,,0.5386665,0.63039106,
575.11,9.9,,28,0.76744186,0.531506849,0.919117647,,29,0.96217651,,575.11,0.813462708,,,577.69,0.018003864,,0.558920314,,2.8,0.217054264,,18.92,0.627737226,,,0.48840392,0.62636364,
603.66,9.8,,27.4,0.759689922,0.534246575,0.904411765,,27.26,0.904445919,,603.66,0.853845175,,,391.32,0.012195593,,0.811808706,,9.6,0.744186047,,26.38,0.875248839,,,0.65403366,0.5367028,
644.75,11.3,,27.7,0.875968992,0.536986301,0.911764706,,29.89,0.991705375,,644.75,0.911964809,,,205.17,0.006394178,,0.61412232,,3.5,0.271317829,,17,0.564034506,,,0.98132366,0.6090956,
627.7,12.6,,27.5,0.976744186,0.539726027,0.906862745,,27.29,0.905441274,,627.7,0.887848484,,,365.61,0.011394334,,0.801835235,,8.9,0.689922481,,18.6,0.617120106,,,0.7698522,0.6174077,
623.99,12.6,,27.7,0.976744186,0.542465753,0.911764706,,28.64,0.95023225,,623.99,0.882600885,,,194.29,0.0060551,,0.668034153,,5.9,0.457364341,,19.32,0.641008626,,,0.77450866,0.7027312,
610.92,11.6,,28.1,0.899224806,0.545205479,0.921568627,,24.39,0.809223623,,610.92,0.864114061,,,195.32,0.0060872,,0.61412232,,0.4,0.031007752,,13.06,0.433311214,,,0.66479886,0.6900277,
622.96,12,,27.5,0.930232558,0.547945205,0.906862745,,25.07,0.831785003,,622.96,0.881144005,,,442.62,0.013794372,,0.801835235,,1.6,0.124031008,,9.67,0.320836098,,,0.6981141,0.6566134,
616.84,12.6,,28.1,0.976744186,0.550684932,0.921568627,,27.73,0.920039814,,616.84,0.872487588,,,547.8,0.017072335,,0.212037748,,0,0,,6.63,0.219973457,,,0.7950745,0.6285984,
565.57,11.2,,29.1,0.868217054,0.553424658,0.946078431,,20.1,0.666887857,,565.57,0.799968882,,,484.58,0.015102066,,0.238783468,,0.4,0.031007752,,6.09,0.202057067,,,0.48421425,0.5405021,
515.67,6.4,,30.2,0.496124031,0.556164384,0.973039216,,21.93,0.727604512,,515.67,0.729387969,,,416.33,0.012975037,,0.771291478,,8.6,0.666666667,,21.12,0.700729927,,,0.4841665,0.48998946,
602.86,10.1,,30,0.782945736,0.55890411,0.968137255,,24.59,0.815859323,,602.86,0.852713617,,,245.53,0.007652009,,0.803661772,,10.8,0.837209302,,19.27,0.639349701,,,0.852578,0.56109786,
620.59,12.9,,29.8,1,0.561643836,0.963235294,,28.25,0.937292634,,620.59,0.877791765,,,296.02,0.009225543,,0.416030036,,0.6,0.046511628,,9.51,0.315527538,,,1.0247105,0.57693654,
475.19,10.6,,29.5,0.821705426,0.564383562,0.955882353,,23.34,0.774386198,,475.19,0.672131148,,,510.64,0.015914233,,0.353562472,,0.7,0.054263566,,9.89,0.328135368,,,0.7437925,0.52771693,
570.39,10.7,,29,0.829457364,0.567123288,0.943627451,,28.52,0.946250829,,570.39,0.806786517,,,513.82,0.016013339,,0.205282461,,0.6,0.046511628,,7.67,0.254479098,,,0.5039488,0.59862876,
599.48,10.6,,29.1,0.821705426,0.569863014,0.946078431,,27.24,0.903782349,,599.48,0.847932785,,,534.56,0.016659706,,0.287215691,,0.2,0.015503876,,8.47,0.281021898,,,0.723132,0.53829145,
587.25,9.3,,29.2,0.720930233,0.57260274,0.948529412,,22.74,0.754479098,,587.25,0.830634097,,,406.46,0.012667435,,0.324514736,,0.9,0.069767442,,8.93,0.296284008,,,0.53654104,0.4723964,
591.82,11.7,,30.7,0.906976744,0.575342466,0.985294118,,27.26,0.904445919,,591.82,0.83709812,,,572.35,0.017837442,,0.782395663,,10.5,0.813953488,,21.55,0.714996682,,,0.559771,0.4286958,
557.35,8.6,,30.5,0.666666667,0.578082192,0.980392157,,22.84,0.757796948,,557.35,0.788342126,,,357.45,0.011140026,,0.734978183,,10,0.775193798,,19.95,0.661911082,,,0.624813,0.5208995,
616.13,11.4,,29.9,0.88372093,0.580821918,0.965686275,,23.44,0.777704048,,616.13,0.871483331,,,84.05,0.002619441,,0.773190496,,9.6,0.744186047,,22.86,0.758460518,,,0.6324352,0.5533745,
611.1,12.7,,30.9,0.984496124,0.583561644,0.990196078,,27.43,0.910086264,,611.1,0.864368662,,,482.76,0.015045345,,0.823565226,,11.1,0.860465116,,24.01,0.796615793,,,0.6785394,0.6552014,
593.39,12.1,,31.3,0.937984496,0.58630137,1,,20.92,0.694094227,,593.39,0.839318802,,,560.48,0.01746751,,0.864386878,,11.6,0.899224806,,25.02,0.830126078,,,0.86278296,0.74641895,
593,11.7,,31,0.906976744,0.589041096,0.992647059,,27.79,0.922030524,,593,0.838767168,,,619.71,0.019313429,,0.757244539,,8.5,0.658914729,,18.7,0.620437956,,,0.69047165,0.7853129,
543.35,9.3,,29.6,0.720930233,0.591780822,0.958333333,,20.48,0.679495687,,543.35,0.768539866,,,605.4,0.018867454,,0.836177029,,9.6,0.744186047,,20.35,0.675182482,,,0.70567864,0.7699239,
568.76,9.4,,29.6,0.728682171,0.594520548,0.958333333,,20.68,0.686131387,,568.76,0.804480969,,,605.18,0.018860598,,0.818477016,,10.8,0.837209302,,20.81,0.690444592,,,0.6486523,0.7898965,
581.44,11.9,,29.6,0.92248062,0.597260274,0.958333333,,24.05,0.797942933,,581.44,0.822416159,,,571.46,0.017809705,,0.736181378,,9.5,0.736434109,,19.83,0.657929662,,,0.7006373,0.7833867,
568.77,8.5,,29.7,0.658914729,0.6,0.960784314,,21.15,0.701725282,,568.77,0.804495113,,,574.73,0.017911615,,0.692982329,,8.8,0.682170543,,20.85,0.691771732,,,0.5804012,0.7549176,
564.72,10.8,,30,0.837209302,0.602739726,0.968137255,,22.38,0.742534837,,564.72,0.798766602,,,326.12,0.010163618,,0.605598481,,4.8,0.372093023,,13.41,0.444923689,,,0.6686295,0.7566804,
569.02,11.6,,29.6,0.899224806,0.605479452,0.958333333,,23.6,0.783012608,,569.02,0.804848725,,,165.66,0.005162839,,0.832002087,,12.3,0.953488372,,17.87,0.592899801,,,0.7241592,0.71190673,
504.96,8.9,,29.3,0.689922481,0.608219178,0.950980392,,20.74,0.688122097,,504.96,0.71423924,,,554.63,0.017285193,,0.832060073,,11.8,0.914728682,,25.09,0.832448573,,,0.5193288,0.7355388,
514.51,7.4,,29,0.573643411,0.610958904,0.943627451,,18.29,0.606834771,,514.51,0.72774721,,,577.54,0.01799919,,0.660017686,,4.9,0.379844961,,20.28,0.672859987,,,0.6101015,0.7421022,
393.51,5.7,,29,0.441860465,0.61369863,0.943627451,,17.29,0.573656271,,393.51,0.556599103,,,437.39,0.013631377,,0.372888973,,2.2,0.170542636,,14.82,0.491705375,,,0.55714047,0.7153052,
550.1,11,,30.5,0.852713178,0.616438356,0.980392157,,26.83,0.890179164,,550.1,0.778087385,,,139.21,0.004338517,,0.758201296,,11.8,0.914728682,,20.09,0.666556072,,,0.4754143,0.67565536,
583.26,10.6,,30,0.821705426,0.619178082,0.968137255,,22.18,0.735899137,,583.26,0.824990452,,,171.73,0.005352012,,0.776669614,,9.7,0.751937984,,18.82,0.624419376,,,0.5976678,0.72653323,
576.73,12.2,,30.4,0.945736434,0.621917808,0.977941176,,25.95,0.860982084,,576.73,0.815754113,,,134.66,0.004196715,,0.441804503,,0.9,0.069767442,,7.73,0.256469808,,,0.57096106,0.6845767,
464.15,8.4,,30.2,0.651162791,0.624657534,0.973039216,,21.03,0.697743862,,464.15,0.656515651,,,380.2,0.011849035,,0.539756172,,5.4,0.418604651,,13.78,0.457199735,,,0.57338154,0.61785835,
606.24,11,,28.4,0.852713178,0.62739726,0.928921569,,26.47,0.878234904,,606.24,0.857494448,,,557.06,0.017360925,,0.678413522,,9.4,0.728682171,,19.54,0.648307896,,,0.53242666,0.64532894,
613.25,11.8,,26,0.914728682,0.630136986,0.870098039,,27.08,0.898473789,,613.25,0.867409723,,,455.72,0.014202637,,0.82311584,,9.4,0.728682171,,26.5,0.879230259,,,0.52012676,0.65485895,
601.7,11.7,,26.3,0.906976744,0.632876712,0.87745098,,25.35,0.841074983,,601.7,0.851072858,,,313.87,0.009781843,,0.882217358,,11.2,0.868217054,,24.45,0.811214333,,,0.53304213,0.6663184,
475.34,6.8,,27.9,0.527131783,0.635616438,0.916666667,,23.59,0.782680823,,475.34,0.672343315,,,334.33,0.010419485,,0.760622182,,9.1,0.705426357,,17.66,0.585932316,,,0.7988582,0.7103062,
294.36,1.7,,27.3,0.131782946,0.638356164,0.901960784,,18.12,0.601194426,,294.36,0.416356667,,,209.68,0.006534734,,0.51096647,,4.5,0.348837209,,14.58,0.483742535,,,0.7112034,0.725705,
531.71,10.4,,30.7,0.80620155,0.64109589,0.985294118,,22.69,0.752820173,,531.71,0.752075701,,,447.09,0.01393368,,0.654712031,,4.9,0.379844961,,17.27,0.572992701,,,0.4915049,0.7308856,
109.15,0,,26.8,0,0.643835616,0.889705882,,5.44,0.180491042,,109.15,0.154386908,,,513.29,0.015996821,,0.62769088,,6.7,0.519379845,,16.71,0.554412741,,,0.6271716,0.72826535,
226.17,1.2,,24.7,0.093023256,0.646575342,0.838235294,,6.5,0.215660252,,226.17,0.319905515,,,441.93,0.013772868,,0.501282925,,2.8,0.217054264,,12.5,0.414731254,,,0.6246231,0.66707605,
319.72,1,,25,0.07751938,0.649315068,0.845588235,,13.65,0.45288653,,319.72,0.452227047,,,497.17,0.015494437,,0.641897279,,5.8,0.449612403,,20.88,0.692767087,,,0.6512923,0.60316026,
96.35,0,,21.4,0,0.652054795,0.757352941,,4.31,0.142999336,,96.35,0.136281984,,,574.28,0.017897591,,0.826145572,,11.4,0.88372093,,24.51,0.813205043,,,0.588339,0.643246,
77.24,0,,24.6,0,0.654794521,0.835784314,,2.95,0.097876576,,77.24,0.109251899,,,606.65,0.018906411,,0.226925474,,0,0,,5.8,0.192435302,,,0.68284404,0.6770806,
339.78,3.4,,27.3,0.263565891,0.657534247,0.901960784,,11.47,0.380557399,,339.78,0.480600857,,,248.13,0.007733038,,0.353956772,,1.5,0.11627907,,9.16,0.303915063,,,0.33327276,0.5539762,
535.51,10.5,,27.7,0.813953488,0.660273973,0.911764706,,23.38,0.775713338,,535.51,0.7574506,,,621.74,0.019376695,,0.460707711,,2.3,0.178294574,,10.79,0.357996019,,,0.48212996,0.60486776,
170.43,1.7,,25.9,0.131782946,0.663013699,0.867647059,,7.22,0.239548772,,170.43,0.24106423,,,251.33,0.007832767,,0.784990505,,10.3,0.798449612,,23.18,0.769077638,,,0.33922055,0.5725731,
203.77,0.5,,23.4,0.03875969,0.665753425,0.806372549,,4.98,0.165228932,,203.77,0.288221898,,,585.32,0.018241655,,0.734340345,,11.6,0.899224806,,21.27,0.705706702,,,0.61157566,0.5861591,
579.51,9.2,,25.4,0.713178295,0.668493151,0.855392157,,24.26,0.804910418,,579.51,0.819686276,,,623.9,0.019444012,,0.5712016,,4.4,0.341085271,,14.05,0.46615793,,,0.55291337,0.5857294,
373.84,3.5,,24.8,0.271317829,0.671232877,0.840686275,,10.26,0.340411413,,373.84,0.528776928,,,452.16,0.014091688,,0.282069495,,0,0,,5.91,0.196084937,,,0.57227886,0.6194841,
289.75,1.7,,25.5,0.131782946,0.673972603,0.857843137,,10.75,0.356668879,,289.75,0.409836066,,,573.52,0.017873905,,0.239783715,,0,0,,7.65,0.253815528,,,0.43183655,0.62295127,
608.04,10.1,,23.9,0.782945736,0.676712329,0.818627451,,21.82,0.723954877,,608.04,0.860040453,,,490.75,0.015294356,,0.331733905,,1.8,0.139534884,,9.68,0.321167883,,,0.7167893,0.5746417,
599.51,11.2,,23.9,0.868217054,0.679452055,0.818627451,,23.43,0.777372263,,599.51,0.847975219,,,81.85,0.002550877,,0.291463114,,1.1,0.085271318,,6.92,0.229595222,,,0.7675949,0.50286025,
274.54,0.4,,23,0.031007752,0.682191781,0.796568627,,11.36,0.376907764,,274.54,0.388322324,,,132.21,0.00412036,,0.293391125,,0.6,0.046511628,,9.41,0.312209688,,,0.6154363,0.4224148,
305.56,1.6,,21.7,0.124031008,0.684931507,0.764705882,,10.62,0.352355674,,305.56,0.432198475,,,476.95,0.014864275,,0.387225838,,2.8,0.217054264,,10.18,0.337757133,,,0.47336885,0.41594416,
577.51,10.7,,20.5,0.829457364,0.687671233,0.735294118,,21.63,0.717650962,,577.51,0.816857381,,,498.1,0.015523421,,0.425264196,,2,0.15503876,,11.77,0.390510949,,,0.58583975,0.44028857,
515.52,11.8,,20.4,0.914728682,0.690410959,0.732843137,,24.3,0.806237558,,515.52,0.729175802,,,391.35,0.012196528,,0.27435745,,0.3,0.023255814,,9.39,0.311546118,,,0.5332845,0.4486741,
601.52,10.5,,21.6,0.813953488,0.693150685,0.762254902,,22.5,0.746516257,,601.52,0.850818258,,,306.17,0.009541871,,0.582041952,,9,0.697674419,,20.07,0.665892502,,,0.42243105,0.4461864,
441.98,4.2,,20.1,0.325581395,0.695890411,0.725490196,,16.44,0.545454545,,441.98,0.625157357,,,181.08,0.005643407,,0.521548787,,6.4,0.496124031,,11.61,0.385202389,,,0.6896969,0.5289855,
583.72,10.9,,21.6,0.84496124,0.698630137,0.762254902,,22.93,0.760783013,,583.72,0.825641098,,,553.7,0.01725621,,0.190220779,,0,0,,5,0.165892502,,,0.63740015,0.51989305,
178.21,0.5,,22,0.03875969,0.701369863,0.772058824,,6.09,0.202057067,,178.21,0.252068629,,,580.45,0.018089881,,0.787628836,,10.6,0.821705426,,22.66,0.751824818,,,0.6217991,0.49787956,
212.33,0,,22.5,0,0.704109589,0.784313725,,9.97,0.330789648,,212.33,0.300329566,,,588.66,0.018345747,,0.586695273,,4.9,0.379844961,,14.88,0.493696085,,,0.7955119,0.64300966,
245.33,1.1,,23.8,0.085271318,0.706849315,0.816176471,,7.52,0.249502322,,245.33,0.347006323,,,487.6,0.015196185,,0.677529246,,7.2,0.558139535,,17.27,0.572992701,,,0.46965456,0.5698285,
223.36,1.5,,23.1,0.11627907,0.709589041,0.799019608,,8.85,0.293629728,,223.36,0.315930918,,,400.36,0.012477327,,0.657089428,,8.4,0.651162791,,17.61,0.584273391,,,0.8008725,0.60781956,
493.47,7.5,,21.7,0.581395349,0.712328767,0.764705882,,17.24,0.571997346,,493.47,0.697987242,,,506.12,0.015773366,,0.832784889,,11.5,0.891472868,,23.59,0.782680823,,,0.77869046,0.6506338,
565.45,11.1,,21.3,0.860465116,0.715068493,0.754901961,,22.28,0.739216987,,565.45,0.799799149,,,517.89,0.016140181,,0.83498833,,11.4,0.88372093,,22.99,0.762773723,,,0.55722487,0.71751124,
225.65,0,,21.2,0,0.717808219,0.75245098,,9.5,0.315195753,,225.65,0.319170002,,,387.54,0.012077789,,0.821796675,,11.2,0.868217054,,22.96,0.761778368,,,0.65657014,0.7321319,
206.31,0,,21.8,0,0.720547945,0.767156863,,5.96,0.197743862,,206.31,0.291814594,,,466.06,0.014524885,,0.253236305,,0.1,0.007751938,,7.26,0.240875912,,,0.6721603,0.7663498,
150.85,0.2,,20.5,0.015503876,0.723287671,0.735294118,,4.23,0.140345056,,150.85,0.213369355,,,543.33,0.016933026,,0.10895438,,0,0,,3.11,0.103185136,,,0.5336803,0.6748118,
546.99,9.6,,21.1,0.744186047,0.726027397,0.75,,20.86,0.692103517,,546.99,0.773688454,,,550.43,0.017154299,,0.051287998,,0,0,,1.64,0.054412741,,,0.34202176,0.62004876,
415.53,5.2,,19.6,0.403100775,0.728767123,0.713235294,,14.08,0.467153285,,415.53,0.58774523,,,341.04,0.010628603,,0.752141832,,10.2,0.790697674,,20.36,0.675514267,,,0.68812656,0.5046211,
482.68,8.3,,17.6,0.643410853,0.731506849,0.664215686,,16.04,0.532183145,,482.68,0.682725357,,,447.45,0.0139449,,0.855167215,,11.2,0.868217054,,21.58,0.715992037,,,0.55946326,0.5385419,
599.02,10.8,,16.9,0.837209302,0.734246575,0.647058824,,22.61,0.750165893,,599.02,0.84728214,,,419.69,0.013079752,,0.54591711,,4.5,0.348837209,,16.12,0.534837425,,,0.5003159,0.5272883,
453.9,5.8,,18.9,0.449612403,0.736986301,0.696078431,,14.56,0.483078965,,453.9,0.642017567,,,478.84,0.014923178,,0.455445545,,3.5,0.271317829,,12.89,0.427670869,,,0.7366078,0.5512224,
586.61,10.9,,18.2,0.84496124,0.739726027,0.678921569,,21.71,0.720305242,,586.61,0.82972885,,,196.91,0.006136753,,0.726381862,,9,0.697674419,,19.2,0.637027206,,,0.5057438,0.6298674,
232.43,0.9,,18.1,0.069767442,0.742465753,0.676470588,,11.16,0.370272064,,232.43,0.328759954,,,534.65,0.016662511,,0.665743734,,8.8,0.682170543,,16,0.530856005,,,0.5533918,0.69264066,
560,9.5,,20,0.736434109,0.745205479,0.723039216,,19.73,0.654611812,,560,0.792090411,,,480.48,0.014974289,,0.751460505,,9.3,0.720930233,,18.23,0.604844061,,,0.58143693,0.64970326,
560.99,10.6,,18.7,0.821705426,0.747945205,0.691176471,,19.71,0.653948242,,560.99,0.793490714,,,541.44,0.016874123,,0.763898352,,9.8,0.759689922,,19.24,0.638354346,,,0.60666287,0.66559654,
366.32,5.2,,16.6,0.403100775,0.750684932,0.639705882,,12.4,0.411413404,,366.32,0.518140285,,,61.01,0.001901393,,0.146427381,,0,0,,3.79,0.125746516,,,0.7613339,0.7071817,
555.73,10.5,,16.1,0.813953488,0.753424658,0.62745098,,18.78,0.623092236,,555.73,0.786050722,,,32087,1,,0.069074989,,0,0,,1.83,0.060716656,,,0.47906947,0.60034996,
569.32,10.8,,15.9,0.837209302,0.756164384,0.62254902,,20.63,0.684472462,,569.32,0.805273059,,,494.98,0.015426185,,0.699317223,,7.8,0.604651163,,13.07,0.433642999,,,0.2920774,0.55691224,
504.72,8.5,,18.6,0.658914729,0.75890411,0.68872549,,19.58,0.649635036,,504.72,0.713899772,,,458.16,0.01427868,,0.704274966,,7.6,0.589147287,,17.7,0.587259456,,,0.45998776,0.5825952,
61.44,0,,17.3,0,0.761643836,0.656862745,,2.06,0.068347711,,61.44,0.086903634,,,211.7,0.006597688,,0.318803183,,1.1,0.085271318,,4.71,0.156270737,,,0.6765387,0.5323225,
181.74,1.3,,18.3,0.100775194,0.764383562,0.681372549,,3.72,0.123424021,,181.74,0.257061627,,,114.11,0.003556269,,0.587579549,,5.7,0.441860465,,13.25,0.439615129,,,0.70095634,0.45757678,
557.15,10.7,,17,0.829457364,0.767123288,0.649509804,,18.87,0.626078301,,557.15,0.788059237,,,362.29,0.011290865,,0.100720467,,0,0,,3.08,0.102189781,,,0.628864,0.5672561,
430.01,5.8,,14.5,0.449612403,0.769863014,0.588235294,,14.99,0.49734572,,430.01,0.608226425,,,491.15,0.015306822,,0.673876172,,9,0.697674419,,16.12,0.534837425,,,0.5002184,0.5078415,
254.78,1.2,,15.5,0.093023256,0.77260274,0.612745098,,9.03,0.299601858,,254.78,0.360372848,,,348.76,0.010869199,,0.841511677,,10.8,0.837209302,,20,0.663570007,,,0.4128618,0.5594323,
437.08,6.4,,14.2,0.496124031,0.775342466,0.580882353,,16.23,0.53848706,,437.08,0.618226566,,,107.01,0.003334995,,0.471594451,,3.8,0.294573643,,14.54,0.482415395,,,0.6778152,0.5884207,
505.16,6.9,,12,0.534883721,0.778082192,0.526960784,,17.49,0.580291971,,505.16,0.714522129,,,65.9,0.002053791,,0.715161707,,7.3,0.565891473,,17.81,0.590909091,,,0.49609926,0.57006794,
556.3,10.6,,11.6,0.821705426,0.780821918,0.517156863,,19.31,0.640676841,,556.3,0.786856957,,,549.64,0.017129679,,0.81151878,,10.6,0.821705426,,18.81,0.624087591,,,0.6121823,0.6530189,
534.39,10.6,,11.7,0.821705426,0.783561644,0.519607843,,18.64,0.618447246,,534.39,0.75586642,,,552.58,0.017221305,,0.798298131,,10.6,0.821705426,,18.76,0.622428666,,,0.63398665,0.69670635,
472.54,8.5,,13,0.658914729,0.78630137,0.551470588,,16.84,0.558725946,,472.54,0.668382863,,,280.38,0.008738118,,0.623979821,,4.1,0.317829457,,14.62,0.485069675,,,0.56244576,0.7019207,
408.55,8.7,,14.5,0.674418605,0.789041096,0.588235294,,15.55,0.51592568,,408.55,0.577872389,,,236.23,0.007362172,,0.737413566,,10,0.775193798,,16.81,0.557730591,,,0.5492099,0.68095934,
218.89,1.4,,13.5,0.108527132,0.791780822,0.56372549,,7.82,0.259455873,,218.89,0.30960834,,,394.44,0.012292829,,0.636069756,,7.1,0.550387597,,17.2,0.570670206,,,0.58494884,0.72610664,
509.66,10.2,,12.9,0.790697674,0.794520548,0.549019608,,17.23,0.571665561,,509.66,0.720887141,,,154.08,0.004801945,,0.383964165,,3,0.23255814,,10.18,0.337757133,,,0.52410406,0.68529046,
463.92,8.6,,12.2,0.666666667,0.797260274,0.531862745,,17.65,0.585600531,,463.92,0.656190328,,,543.13,0.016926793,,0.324688691,,2.3,0.178294574,,9.16,0.303915063,,,0.55283785,0.6328419,
540.61,10.4,,11.9,0.80620155,0.8,0.524509804,,17.89,0.593563371,,540.61,0.764664281,,,542.97,0.016921806,,0.608483249,,9.4,0.728682171,,14.43,0.47876576,,,0.5887186,0.5876988,
529.62,9.4,,12.4,0.728682171,0.802739726,0.536764706,,17.06,0.566025216,,529.62,0.749119507,,,538.08,0.016769408,,0.645811287,,7.1,0.550387597,,16.49,0.54711347,,,0.61394495,0.6101483,
532.67,10,,12.4,0.775193798,0.805479452,0.536764706,,17.21,0.571001991,,532.67,0.75343357,,,502.19,0.015650887,,0.749199078,,10.1,0.782945736,,17.1,0.567352356,,,0.3943,0.5789811,
313.35,4.5,,13.2,0.348837209,0.808219178,0.556372549,,11.57,0.383875249,,313.35,0.443217019,,,538.08,0.016769408,,0.736761231,,9.9,0.76744186,,16.12,0.534837425,,,0.5420788,0.6237284,
294.62,4.1,,13.2,0.317829457,0.810958904,0.556372549,,10.55,0.350033179,,294.62,0.416724423,,,502.19,0.015650887,,0.149094704,,0,0,,5.13,0.170205707,,,0.6464388,0.65347433,
530.3,9.7,,12.5,0.751937984,0.81369863,0.539215686,,16.94,0.562043796,,530.3,0.750081331,,,362.85,0.011308318,,0.635388429,,8.6,0.666666667,,14.15,0.46947578,,,0.3967531,0.5969664,
506.24,9.5,,13.2,0.736434109,0.816438356,0.556372549,,16.42,0.544790975,,506.24,0.716049732,,,434.14,0.01353009,,0.58863778,,8.4,0.651162791,,13.88,0.460517585,,,0.5759613,0.6610293,
49.15,1.3,,13.4,0.100775194,0.819178082,0.56127451,,1.67,0.055408096,,49.15,0.069520078,,,325.56,0.010146165,,0.491106505,,1.6,0.124031008,,12.08,0.400796284,,,0.61613184,0.60476905,
170.75,1.3,,11.5,0.100775194,0.821917808,0.514705882,,6.93,0.229927007,,170.75,0.241516853,,,276.08,0.008604108,,0.685183306,,9.7,0.751937984,,16.54,0.548772395,,,0.7617778,0.56312007,
415.06,8.4,,13.9,0.651162791,0.824657534,0.573529412,,12.57,0.417053749,,415.06,0.58708044,,,457.4,0.014254994,,0.63534494,,7.5,0.581395349,,15.34,0.508958195,,,0.6520189,0.61466867,
286.55,6.2,,11.1,0.480620155,0.82739726,0.504901961,,8.52,0.282680823,,286.55,0.405309835,,,406.33,0.012663384,,0.581925982,,5.9,0.457364341,,12.35,0.409754479,,,0.47980592,0.6135882,
525.45,8.2,,8.6,0.635658915,0.830136986,0.443627451,,15.14,0.502322495,,525.45,0.743221262,,,547.23,0.01705457,,0.719336648,,9.5,0.736434109,,15.48,0.513603185,,,0.54355717,0.6236977,
414.19,6.8,,8.1,0.527131783,0.832876712,0.431372549,,12.93,0.428998009,,414.19,0.585849871,,,520.73,0.016228691,,0.687502718,,9.2,0.713178295,,15.45,0.51260783,,,0.68927824,0.6584022,
527.28,10.1,,8.4,0.782945736,0.835616438,0.43872549,,15.9,0.527538155,,527.28,0.7458097,,,343.64,0.010709633,,0.545467724,,5.9,0.457364341,,13.51,0.448241539,,,0.46831274,0.66405165,
515.13,10.1,,10.1,0.782945736,0.838356164,0.480392157,,15.52,0.514930325,,515.13,0.728624167,,,277.37,0.008644311,,0.440035951,,5.7,0.441860465,,10.48,0.347710683,,,0.47008735,0.6449466,
442.61,8.7,,10.4,0.674418605,0.84109589,0.487745098,,13.95,0.46284008,,442.61,0.626048459,,,213.86,0.006665005,,0.592928693,,7.8,0.604651163,,13.27,0.440278699,,,0.59718275,0.6299586,
472.25,9.1,,10.6,0.705426357,0.843835616,0.492647059,,14.27,0.4734572,,472.25,0.667972673,,,439.95,0.01371116,,0.548990331,,7.1,0.550387597,,11.43,0.379230259,,,0.52292985,0.6358028,
