Pgen,sunshine,day,tem,sunshine_norm,day_norm,tem_norm,,sun,sun_norm,,-2018,Pgen_norm,,2017,genn,P2gen_norm
218.89,1.4,,13.5,0.108527132,0.791780822,0.56372549,,7.82,0.259455873,,218.89,0.30960834,,,394.44,0.012292829
509.66,10.2,,12.9,0.790697674,0.794520548,0.549019608,,17.23,0.571665561,,509.66,0.720887141,,,154.08,0.004801945
463.92,8.6,,12.2,0.666666667,0.797260274,0.531862745,,17.65,0.585600531,,463.92,0.656190328,,,543.13,0.016926793
540.61,10.4,,11.9,0.80620155,0.8,0.524509804,,17.89,0.593563371,,540.61,0.764664281,,,542.97,0.016921806
529.62,9.4,,12.4,0.728682171,0.802739726,0.536764706,,17.06,0.566025216,,529.62,0.749119507,,,538.08,0.016769408
532.67,10,,12.4,0.775193798,0.805479452,0.536764706,,17.21,0.571001991,,532.67,0.75343357,,,502.19,0.015650887
313.35,4.5,,13.2,0.348837209,0.808219178,0.556372549,,11.57,0.383875249,,313.35,0.443217019,,,538.08,0.016769408
294.62,4.1,,13.2,0.317829457,0.810958904,0.556372549,,10.55,0.350033179,,294.62,0.416724423,,,502.19,0.015650887
530.3,9.7,,12.5,0.751937984,0.81369863,0.539215686,,16.94,0.562043796,,530.3,0.750081331,,,362.85,0.011308318
506.24,9.5,,13.2,0.736434109,0.816438356,0.556372549,,16.42,0.544790975,,506.24,0.716049732,,,434.14,0.01353009
49.15,1.3,,13.4,0.100775194,0.819178082,0.56127451,,1.67,0.055408096,,49.15,0.069520078,,,325.56,0.010146165
170.75,1.3,,11.5,0.100775194,0.821917808,0.514705882,,6.93,0.229927007,,170.75,0.241516853,,,276.08,0.008604108
415.06,8.4,,13.9,0.651162791,0.824657534,0.573529412,,12.57,0.417053749,,415.06,0.58708044,,,457.4,0.014254994
286.55,6.2,,11.1,0.480620155,0.82739726,0.504901961,,8.52,0.282680823,,286.55,0.405309835,,,406.33,0.012663384
525.45,8.2,,8.6,0.635658915,0.830136986,0.443627451,,15.14,0.502322495,,525.45,0.743221262,,,547.23,0.01705457
414.19,6.8,,8.1,0.527131783,0.832876712,0.431372549,,12.93,0.428998009,,414.19,0.585849871,,,520.73,0.016228691
527.28,10.1,,8.4,0.782945736,0.835616438,0.43872549,,15.9,0.527538155,,527.28,0.7458097,,,343.64,0.010709633
515.13,10.1,,10.1,0.782945736,0.838356164,0.480392157,,15.52,0.514930325,,515.13,0.728624167,,,277.37,0.008644311
442.61,8.7,,10.4,0.674418605,0.84109589,0.487745098,,13.95,0.46284008,,442.61,0.626048459,,,213.86,0.006665005
472.25,9.1,,10.6,0.705426357,0.843835616,0.492647059,,14.27,0.4734572,,472.25,0.667972673,,,439.95,0.01371116
454.91,8.5,,10.8,0.658914729,0.846575342,0.49754902,,14.15,0.46947578,,454.91,0.643446159,,,506.73,0.015792377
291.96,5.5,,11.4,0.426356589,0.849315068,0.512254902,,11.94,0.396151294,,291.96,0.412961994,,,465.2,0.014498083
32.64,0,,12.3,0,0.852054795,0.534313725,,2.22,0.073656271,,32.64,0.046167555,,,283.59,0.008838159
33.66,0,,14.8,0,0.854794521,0.595588235,,1.39,0.046118115,,33.66,0.047610292,,,402.1,0.012531555
230.4,5.4,,12.6,0.418604651,0.857534247,0.541666667,,8.24,0.273390843,,230.4,0.325888626,,,458.96,0.014303612
382.37,9,,12.3,0.697674419,0.860273973,0.534313725,,10.32,0.342402123,,382.37,0.540842162,,,185.27,0.005773989
76.69,0,,10.2,0,0.863013699,0.482843137,,5.13,0.170205707,,76.69,0.108473953,,,489.81,0.015265061
457.15,9,,9.5,0.697674419,0.865753425,0.465686275,,12.76,0.423357664,,457.15,0.646614521,,,430.21,0.013407611
446.25,9.4,,8.1,0.728682171,0.868493151,0.431372549,,12.9,0.428002654,,446.25,0.631197047,,,184.12,0.005738149
432.72,9.2,,8,0.713178295,0.871232877,0.428921569,,12.5,0.414731254,,432.72,0.612059577,,,397.56,0.012390065
365.28,8.6,,9.7,0.666666667,0.873972603,0.470588235,,11.26,0.373589914,,365.28,0.51666926,,,346.83,0.01080905
100.13,0,,9.6,0,0.876712329,0.468137255,,3.94,0.130723291,,100.13,0.141628594,,,471.78,0.014703151
492.85,9.3,,7.4,0.720930233,0.879452055,0.414215686,,13.59,0.45089582,,492.85,0.697110284,,,150.49,0.004690061
113.36,0.1,,6.2,0.007751938,0.882191781,0.384803922,,4.51,0.149635036,,113.36,0.16034173,,,506.48,0.015784586
383.86,8,,8.5,0.620155039,0.884931507,0.441176471,,11.82,0.392169874,,383.86,0.542949688,,,316.65,0.009868483
442.25,9.1,,7.1,0.705426357,0.887671233,0.406862745,,12.73,0.422362309,,442.25,0.625539258,,,437.46,0.013633559
209.47,2.4,,6.8,0.186046512,0.890410959,0.399509804,,7.02,0.232913072,,209.47,0.296284247,,,455.52,0.014196404
474.62,8.6,,4.3,0.666666667,0.893150685,0.338235294,,13.16,0.436629064,,474.62,0.671324913,,,115.97,0.003614236
415.87,8.4,,4.2,0.651162791,0.895890411,0.335784314,,11.59,0.384538819,,415.87,0.588226142,,,150.19,0.004680712
120.18,2.1,,7.9,0.162790698,0.898630137,0.426470588,,2.79,0.092568016,,120.18,0.16998826,,,257.43,0.008022875
241.53,5.4,,7.6,0.418604651,0.901369863,0.419117647,,9.25,0.306901128,,241.53,0.341631423,,,418.2,0.013033316
426.45,8.5,,6.7,0.658914729,0.904109589,0.397058824,,12.02,0.398805574,,426.45,0.603190993,,,213.95,0.006667809
296.66,7.4,,9.3,0.573643411,0.906849315,0.460784314,,9.53,0.316191108,,296.66,0.419609895,,,403.12,0.012563343
177.58,3,,5.4,0.23255814,0.909589041,0.365196078,,6.89,0.228599867,,177.58,0.251177527,,,215.25,0.006708324
171.14,3.1,,5.2,0.240310078,0.912328767,0.360294118,,6.18,0.205043132,,171.14,0.242068488,,,306.5,0.009552155
415.78,8.3,,5,0.643410853,0.915068493,0.355392157,,11.2,0.371599204,,415.78,0.588098842,,,453.77,0.014141864
197.38,2.3,,5,0.178294574,0.917808219,0.355392157,,6.37,0.211347047,,197.38,0.279183581,,,475.12,0.014807243
307.87,7,,10,0.542635659,0.920547945,0.477941176,,9.54,0.316522893,,307.87,0.435465848,,,315.91,0.00984542
65.81,0.2,,15,0.015503876,0.923287671,0.600490196,,2.15,0.071333776,,65.81,0.093084768,,,354.15,0.01103718
121.08,0.6,,9.4,0.046511628,0.926027397,0.463235294,,4.11,0.136363636,,121.08,0.171261263,,,273.72,0.008530558
322.78,5.5,,2.9,0.426356589,0.928767123,0.303921569,,8.95,0.296947578,,322.78,0.456555255,,,380.98,0.011873344
119.04,1.4,,3.2,0.108527132,0.931506849,0.31127451,,4.98,0.165228932,,119.04,0.16837579,,,337.71,0.010524823
317.18,4.4,,-1.9,0.341085271,0.934246575,0.18627451,,10.01,0.332116788,,317.18,0.448634351,,,140.43,0.004376539
313.98,8.4,,-4.3,0.651162791,0.936986301,0.12745098,,9.45,0.313536828,,313.98,0.44410812,,,405.28,0.01263066
459.29,7.6,,-4.1,0.589147287,0.939726027,0.132352941,,12.17,0.403782349,,459.29,0.649641438,,,133.59,0.004163368
443.19,8.7,,-1.7,0.674418605,0.942465753,0.191176471,,11.68,0.387524884,,443.19,0.626868838,,,181.56,0.005658366
66.72,0,,-0.2,0,0.945205479,0.227941176,,1.79,0.059389516,,66.72,0.094371915,,,20.86,0.000650108
374.56,6,,-0.2,0.465116279,0.947945205,0.227941176,,11.3,0.374917054,,374.56,0.529795329,,,46.65,0.00145386
203.95,2,,2.1,0.15503876,0.950684932,0.284313725,,6.17,0.204711347,,203.95,0.288476499,,,351.86,0.010965812
383.65,6,,-0.6,0.465116279,0.953424658,0.218137255,,11.23,0.372594559,,383.65,0.542652654,,,345.8,0.01077695
353.66,8.2,,-1.6,0.635658915,0.956164384,0.193627451,,10.74,0.356337094,,353.66,0.500233384,,,240.49,0.007494936
202.82,2.1,,1.7,0.162790698,0.95890411,0.274509804,,5.18,0.171864632,,202.82,0.286878174,,,310.97,0.009691464
323.18,5.6,,4.4,0.434108527,0.961643836,0.340686275,,8.84,0.293297943,,323.18,0.457121034,,,394.11,0.012282544
313.26,5.7,,4.6,0.441860465,0.964383562,0.345588235,,7.29,0.241871267,,313.26,0.443089718,,,261.08,0.008136629
269.74,5.4,,7.4,0.418604651,0.967123288,0.414215686,,7.74,0.256801593,,269.74,0.381532978,,,376.11,0.011721569
187.04,4.2,,5.6,0.325581395,0.969863014,0.370098039,,6.18,0.205043132,,187.04,0.264558197,,,373.08,0.011627139
93.87,1.1,,4.6,0.085271318,0.97260274,0.345588235,,5.68,0.188453882,,93.87,0.132774155,,,271.77,0.008469785
331.64,6.7,,6.6,0.519379845,0.975342466,0.394607843,,9.64,0.319840743,,331.64,0.469087257,,,131.47,0.004097298
406.17,8.3,,6.1,0.643410853,0.978082192,0.382352941,,10.73,0.356005309,,406.17,0.574506004,,,322,0.010035217
391.95,7.7,,0.4,0.596899225,0.980821918,0.242647059,,11.06,0.366954214,,391.95,0.554392566,,,82.57,0.002573316
147.66,1.6,,1.1,0.124031008,0.983561644,0.259803922,,5.76,0.191108162,,147.66,0.208857268,,,443.36,0.013817434
349.48,5.9,,2.6,0.457364341,0.98630137,0.296568627,,9.42,0.312541473,,349.48,0.494320995,,,302.27,0.009420326
444.38,8.2,,-4.1,0.635658915,0.989041096,0.132352941,,11.6,0.384870604,,444.38,0.62855203,,,450.88,0.014051797
336.61,4.6,,-6,0.356589147,0.991780822,0.085784314,,10.09,0.334771068,,336.61,0.47611706,,,151.89,0.004733693
376.89,7,,-4,0.542635659,0.994520548,0.134803922,,11.54,0.382879894,,376.89,0.533090991,,,91.99,0.002866893
359.94,6.7,,-4.8,0.519379845,0.997260274,0.115196078,,10.74,0.356337094,,359.94,0.509116112,,,85.2,0.002655281
418.54,8.7,,-3.1,0.674418605,1,0.156862745,,11.74,0.389515594,,418.54,0.592002716,,,335.36,0.010451585
